id,from,to,priority,type,shape,name,spreadType,bidi,distance
-1015063873,9363889922,cluster_9363889925_9945558807,1,highway.service,"[3229.08, 1602.4]",,,,
-1015063876#1,9363889947,cluster_9363889948_9830554075,1,highway.service,"[3230.14, 1602.66]",,,,
-1015063877#1,9363889955,cluster_29192126_9830554076,1,highway.service,"[3305.45, 1732.61]",,,,
-1015063879,9363889968,cluster_9363889965_9363889970_9830554084_9830554085,1,highway.service,"[3305.05, 1732.05]",,,,
-1015063883#0,9363889978,cluster_9363889980_9363889981_9363889986_9830716400,1,highway.service,"[3354.18, 1701.49]",,,,
-1015063885,9363889984,cluster_9363889980_9363889981_9363889986_9830716400,1,highway.service,"[3380.2, 1699.49]",,,,
-1015063887#1,9363889995,cluster_9363889996_9830716399,1,highway.service,"[3374.85, 1689.82]",,,,
-1020977670#0,cluster_288070957_8234010065_8234010067_8296993383,cluster_9566521507_9566521508,10,highway.tertiary,"[3407.35, 1682.66]",Luisenstraße,,,
-102131302#1,9926993103,9891315488,1,highway.service,"[3388.14, 1656.5]",,,,
-102131302#2,9926993105,9926993103,1,highway.service,"[3393.92, 1667.95]",,,,
-1024034687,cluster_29221570_9443073371_9443073372_9828268520_9828268524,cluster_21487186_3239759268_4558254719_9443073374_9829191562,3,highway.residential,"[3394.31, 1668.94]",Max-Beer-Straße,,,
-102408133,538591159,1182601207,1,highway.service,"[2046.24, 2028.88]",,,,
-102523439#1,9891315493,3858934012,1,highway.service,"[2036.34, 2022.99]",,,,
-10270987,262454197,1348731995,1,highway.service,"[2023.09, 2014.11]",Pariser Platz,,,
-1031067198#0,cluster_1449083317_1702628665_8110558955_8110783740_8110783742_9503969252,9503969255,1,highway.service,"[2046.24, 2028.88]",,,,
-1040930907#0,9700749457,3148263650,3,highway.residential,"[3827.83, 1569.04]",Jüdenstraße,,,
-104288000,1383458991,1203301227,1,highway.service,"[4178.69, 730.32]",,,,
-104991251,1210473819,1210473765,1,highway.service,"[4183.1, 713.67]",,,,
-1051100387#0,cluster_4565322435_4565322436,1615564389,17,railway.tram,"[4172.81, 697.79]",,center,1051100387#0,
-1052675176#1,29123416,cluster_29123420_9796304666,3,highway.residential,"[4155.67, 695.94]",Straßburger Straße,,,
-105352753,cluster_29039237_8296993380_8296993381_8296993397,cluster_8853141493_8853141497,10,highway.tertiary,"[4139.74, 703.59]",Reinhardtstraße,,,
-1056637173,9363889963,cluster_9363889965_9363889970_9830554084_9830554085,1,highway.service,"[4133.44, 704.76]",,,,
-105691147#1,1244082710,cluster_1217161461_9891315457,1,highway.service,"[4113.3, 704.6]",,,,
-105742454,1474045672,cluster_1217651538_9974457100,1,highway.service,"[2131.11, 1998.26]",,,,
-1070046769#0,8844772163,9820934015,1,highway.service,"[1877.92, 716.34]",,,,
-1070046769#1,9820934015,8844772163,1,highway.service,"[1783.33, 1206.33]",,,,
-1073949364#0,10041032075,cluster_10041032074_9851063163,1,highway.service,"[3926.23, 872.65]",,,,
-1073949364#1,cluster_10041032074_9851063163,10041032075,1,highway.service,"[3934.88, 868.48]",,,,
-1074192636,cluster_303436980_8121551052,1203692543,1,highway.service,"[2118.08, 1825.35]",,,,
-1076057666,29219445,7736988897,1,highway.service,"[2148.71, 1825.72]",,,,
-1076059866,cluster_5481132451_6743816375,9868164864,1,highway.service,"[2791.95, 1485.44]",,,,
-1076059867,9868164864,cluster_5481132451_6743816375,1,highway.service,"[4064.3, 1243.89]",,,,
-1076904632,cluster_26734254_9874893134,9874893135,1,highway.service,"[4057.9, 1250.88]",,,,
-1079386660,25661323,9824731430,12,highway.primary,"[4267.05, 2202.88]",Behrenstraße,,,
-108031933#1,cluster_21487180_2400549239_25662552_3767874518_3767874519_3767874532_3767874533_3767874554_9710833646,4351377008,12,highway.primary,"[4181.69, 2080.54]",Wilhelmstraße,,,
-1081366109#0,3342715277,5024380089,1,highway.service,"[4117.39, 1985.62]",Hufelandweg,,,
-1081366109#1,3342715212,3342715277,1,highway.service,"[1752.9, 1351.67]",Hufelandweg,,,
-1081366110,5622370316,3342715212,1,highway.service,"[1797.75, 1363.24]",Hufelandweg,,,
-1082061956#0,5622370302,5622370316,1,highway.service,"[3376.82, 1701.39]",Hufelandweg,,,
-1082071651#0,5024445259,688232202,1,highway.service,"[3371.23, 1690.96]",Hufelandweg,,,
-1082339049,9884607099,5576632450,1,highway.service,"[2001.75, 2002.9]",,,,
-1082346484#0,cluster_26748924_9448656429_9891315500_9919378663_9919378670,29039359,3,highway.residential,"[3048.25, 1263.79]",Robert-Koch-Platz,,,
-1082346487#1,29039359,cluster_10158381761_29039360_9047162846_9986178366,3,highway.residential,"[2955.87, 1189.37]",Robert-Koch-Platz,,,
-1082931015#1,9924636395,9924601505,1,highway.service,"[3467.7, 1712.72]",,,,
-1083757622#0,5047747733,56212636,1,highway.service,"[3465.27, 1717.32]",,,,
-1084614342,1375229195,cluster_5534321661_688232191,1,highway.service,"[3463.11, 1718.82]",,,,
-1084614343#0,10023486733,cluster_6305106452_6312195468,1,highway.service,"[3460.58, 1719.57]",,,,
-1088428005,4616230260,4616230259,1,highway.service,"[3457.94, 1719.49]",,,,
-1090433701#0,cluster_3342715238_8098189880,5794297291,10,highway.tertiary,"[3453.39, 1716.98]",Luisenstraße,,,
-1090433701#1,cluster_3342715192_8098189879,cluster_3342715238_8098189880,10,highway.tertiary,"[3451.93, 1714.79]",Luisenstraße,,,
-1092807356,10008135958,10008135954,1,highway.path,"[3452.3, 1707.17]",,,,
-1095407474#0,cluster_1661927348_9788931206_9828268553_9828268554,cluster_1661927339_29221574_29224123_9828188538_9828800544_9828800549_9828800550,3,highway.residential,"[3459.49, 1703.03]",Alte Schönhauser Straße,,,
-1096883479#0,cluster_1449083317_1702628665_8110558955_8110783740_8110783742_9503969252,cluster_29039237_8296993380_8296993381_8296993397,3,highway.residential,"[3466.69, 1707.16]",Margarete-Steffin-Straße,,,
-1096883480#0,cluster_1074960874_8234010054,cluster_1449083317_1702628665_8110558955_8110783740_8110783742_9503969252,3,highway.residential,"[3467.7, 1712.72]",Margarete-Steffin-Straße,,,
-1098856743#1,cluster_1450116880_1584541192_353766451_9828580158,9828580198,3,highway.residential,"[2153.67, 1662.05]",Weydingerstraße,,,
-1098856744,604995590,cluster_196746683_604995360,10,highway.tertiary,"[2157.89, 1663.48]",Rosa-Luxemburg-Straße,,,
-1100824590,1447185681,3869306762,10,highway.tertiary,"[2164.94, 1641.89]",Reinhardtstraße,,,
-1100903087#0,cluster_1217161461_9891315457,1178759090,11,highway.secondary,"[2157.71, 1642.36]",Hannoversche Straße,,,
-1100903087#1,1244082689,cluster_1217161461_9891315457,11,highway.secondary,"[2150.57, 1660.86]",Hannoversche Straße,,,
-1100903088,1178759090,688232583,11,highway.secondary,"[2046.82, 1733.1]",Hannoversche Straße,,,
-1100903091#0,9924601508,26748910,11,highway.secondary,"[2030.35, 1713.09]",Hannoversche Straße,,,
-1100903092,26748910,9924636396,11,highway.secondary,"[3966.54, 710.84]",Hannoversche Straße,,,
-1100903094#0,cluster_6305106452_6312195468,cluster_10053215766_26748900,11,highway.secondary,"[3966.13, 708.76]",Hannoversche Straße,,,
-1100903095,1178759100,cluster_6305106452_6312195468,11,highway.secondary,"[3972.57, 662.3]",Hannoversche Straße,,,
-1100903096#2,1440929691,cluster_1217161439_1217161453_26748919,11,highway.secondary,"[3977.33, 659.03]",Hessische Straße,,,
-1101961674#1,cluster_29193495_29193496,cluster_25665646_3602294175_7515757037,3,highway.residential,"[3989.44, 656.75]",Hinter dem Gießhaus,,,
-1101961735#0,1371317063,538716975,3,highway.residential,"[2220.91, 1525.66]",Hinter dem Gießhaus,,,
-1101961736#0,538716975,cluster_29193495_29193496,3,highway.residential,"[2221.68, 1527.22]",Hinter dem Gießhaus,,,
-1101961737,29192965,1371317063,3,highway.residential,"[2224.43, 1529.16]",Hinter dem Gießhaus,,,
-1102153967#0,cluster_3842258973_8308269760,26871660,11,highway.secondary,"[2222.95, 1528.29]",Chausseestraße,,,
-1102153967#1,cluster_51965343_5343672900_8308269761_8308269762_8308269763,cluster_3842258973_8308269760,11,highway.secondary,"[2220.91, 1525.66]",Chausseestraße,,,
-1102154066#1,4547201155,cluster_26871580_9805667044,11,highway.secondary,"[2220.36, 1523.53]",Torstraße,,,
-1102154067,cluster_26871581_9805667026,4547201155,11,highway.secondary,"[1581.12, 1201.38]",Torstraße,,,
-1102154068#0,cluster_1448679340_5700389950_5700389951_9817923242_9817923302,3185200556,3,highway.residential,"[1879.5, 519.49]",Tucholskystraße,,,
-1102154070,cluster_612438356_9820547967_9821581097,cluster_25954548_9068699945,10,highway.tertiary,"[1851.4, 512.15]",Oranienburger Straße,,,
-1102167010#0,550663633,cluster_26748159_8098189832,3,highway.residential,"[1811.17, 507.58]",Unterbaumstraße,,,
-1102369940#0,4468994521,2796688606,3,highway.residential,"[1951.96, 836.06]",Rochstraße,,,
-1102369940#1,7413200491,4468994521,3,highway.residential,"[1821.7, 1717.51]",Rochstraße,,,
-1102369941,275525459,cluster_1288008787_5518191524,3,highway.residential,"[1820.31, 1739.63]",Rosenstraße,,,
-1102369946,29194689,10087220473,3,highway.residential,"[1826.39, 1656.01]",Brüderstraße,,,
-1103300964#0,cluster_3837028179_9068723927,cluster_8844772165_9828787615,10,highway.tertiary,"[1825.57, 1666.55]",Rosenthaler Straße,,,
-1103300964#1,859002304,cluster_3837028179_9068723927,10,highway.tertiary,"[1821.7, 1717.51]",Rosenthaler Straße,,,
-1103591568#0,305018356,cluster_10158381761_29039360_9047162846_9986178366,10,highway.tertiary,"[1825.05, 1643.14]",Luisenstraße,,,
-1103591568#1,5794297291,305018356,10,highway.tertiary,"[1826.39, 1656.01]",Luisenstraße,,,
-1105574290,cluster_3922684684_3922684686_3922684691_545036683,29207837,3,highway.residential,"[1823.62, 1629.5]",Jägerstraße,,,
-1105574291#1,5038062231,7251440236,3,highway.residential,"[1824.2, 1635.04]",Behrenstraße,,,
-1105574291#2,cluster_25662738_365516587,5038062231,3,highway.residential,"[1722.7, 1855.44]",Behrenstraße,,,
-1110526068,8091138734,7413200491,3,highway.residential,"[1712.07, 1879.75]",Rochstraße,,,
-111251382#2,303436603,cluster_1673527224_1673527227_21487161_3781110311_3781110312_3781110313_3918673901_3918673903_3918673904_4603453181_51974030_6476575480,10,highway.tertiary,"[1975.17, 1772.31]",Reinhardtstraße,,,
-1115509343#1,5451501377,cluster_29221562_9830552393,10,highway.tertiary,"[1982.79, 1774.33]",Rosa-Luxemburg-Straße,,,
-1115641284,10203287782,10203287779,1,highway.service,"[2005.49, 1773.33]",,,,
-1117432800,cluster_1503717684_1503717917,cluster_1503717699_1503717969,1,highway.service,"[1896.87, 1950.12]",,,,
-1119854969#0,3463843411,3463843421,10,highway.tertiary,"[1865.83, 1947.46]",Geschwister-Scholl-Straße,,,
-1119855803#1,9068723930,cluster_266592581_29221620_9070334323_9679555928_9828787584_9828787590,3,highway.residential,"[2159.23, 1911.38]",Kleine Rosenthaler Straße,,,
-1119855803#2,cluster_25954546_9068723929,9068723930,3,highway.residential,"[2160.25, 1913.67]",Kleine Rosenthaler Straße,,,
-1119933622,25664649,cluster_21487242_2264199819_6583929458_6583929462_6583929463_8507892381,11,highway.secondary,"[2157.43, 1965.88]",Friedrichstraße,,,
-1121008013#0,cluster_27412195_9830716404_9945558803,1503717543,3,highway.residential,"[2126.73, 1977.61]",Krausnickstraße,,,
-1121012037#0,2425782615,3761690077,3,highway.residential,"[2087.05, 1948.68]",Rochstraße,,,
-112128825#0,cluster_29221565_9828580191_9828580192_9828580234_9828580235,1275477851,3,highway.residential,"[2318.32, 1610.13]",Kleine Alexanderstraße,,,
-112128825#3,cluster_29221605_9830552391,cluster_29221565_9828580191_9828580192_9828580234_9828580235,3,highway.residential,"[2333.75, 1611.22]",Kleine Alexanderstraße,,,
-1123106322#2,cluster_25664680_4603453154_577258918,cluster_1206624322_6967775519,3,highway.residential,"[2069.17, 1847.55]",Dorotheenstraße,,,
-1123106898,cluster_1206624326_6967775513,2959830776,3,highway.residential,"[2065.31, 1854.13]",Dorotheenstraße,,,
-1123150361#1,cluster_160503146_1633759809_27411250_311264850_5372980361_5727160041_5727160042_5727160043_5727160044_5727160045,611334710,10,highway.tertiary,"[2858.34, 1393.67]",Anna-Louisa-Karsch-Straße,,,
-1123151415#0,3269713294,cluster_196741367_29221514_3837048399_3837048403_3837048405_3837048407_3837048408_3837048410_3837048413_4685880745_5097270924,3,highway.residential,"[2870.3, 1375.54]",Rosa-Luxemburg-Straße,,,
-1123151415#1,cluster_27411994_9829191555_9891678205_9891678206_9891723325,3269713294,3,highway.residential,"[1881.49, 1670.79]",Rosa-Luxemburg-Straße,,,
-11483007#2,25664649,cluster_25664680_4603453154_577258918,11,highway.secondary,"[1873.7, 1761.14]",Friedrichstraße,,,
-120675240#2,6976142751,262479941,10,highway.tertiary,"[2821.06, 1063.19]",Schloßplatz,,,
-120675240#3,31156706,6976142751,10,highway.tertiary,"[2843.62, 1046.71]",Schloßplatz,,,
-120831034,1376206587,1353880278,1,highway.service,"[3909.1, 1968.49]",,,,
-120831039,1353880271,cluster_287019898_538997859,1,highway.service,"[3893.34, 1937.97]",,,,
-121339622#0,1359012335,1359012364,1,highway.path,"[3845.12, 1845.88]",,,,
-121339622#1,1359012359,1359012335,1,highway.path,"[1824.44, 1283.85]",,,,
-123264588,1375229195,1375229190,1,highway.service,"[1818.78, 1287.4]",,,,
-123264596,1375229158,1375229173,1,highway.service,"[1805.05, 1296.64]",,,,
-123264598#0,9874154934,cluster_1375229179_9937500807,1,highway.service,"[4060.47, 1732.61]",,,,
-123264598#1,cluster_10041032074_9851063163,9874154934,1,highway.service,"[4014.05, 1886.34]",,,,
-123264598#3,1202223279,cluster_10041032074_9851063163,1,highway.service,"[4003.87, 1924.95]",,,,
-128396190#2,3148263650,cluster_21582728_3183994307_9700774887,1,highway.path,"[2331.34, 1492.33]",Jüdenstraße,,,
-128488713,345790157,cluster_345798813_345798852_9986178356_9986178357,1,highway.service,"[2014.39, 2006.57]",,,,
-131088417#0,9891315474,cluster_1217161439_1217161453_26748919,1,highway.service,"[2001.29, 2016.48]",,,,
-131088417#1,9891315473,9891315474,1,highway.service,"[2053.6, 1974.69]",,,,
-131088417#2,cluster_1217161439_1217161453_26748919,9891315473,1,highway.service,"[2079.27, 1943.02]",,,,
-131330590,345790024,1445622300,1,highway.service,"[2107.56, 1922.65]",,,,
-131420077#0,303436848,4603453187,1,highway.service,"[2155.0, 1901.63]",,,,
-131505631,1447185663,1447185662,3,highway.residential,"[2368.35, 1877.06]",Am Zirkus,,,
-131577612#3,9824731430,858908893,12,highway.primary,"[2244.68, 1864.67]",Behrenstraße,,,
-131813039#1,cluster_1450118970_9828580157,cluster_1450116882_3730313049_3730313051_9828580154_9828580165,1,highway.service,"[2267.83, 1862.2]",,,,
-131813040#1,9828580159,cluster_1450116880_1584541192_353766451_9828580158,1,highway.service,"[1957.15, 2080.09]",,,,
-131945940,540698418,540698417,1,highway.service,"[1977.95, 2050.06]",Am Krögel,,,
-132460632#0,1449754450,cluster_1575952530_4590472023_538717882,1,highway.service,"[3018.88, 808.51]",,,,
-133885742,1473258656,1473258660,1,highway.service,"[3056.44, 975.63]",,,,
-133885743#1,cluster_1473258683_1474045661,2385462329,1,highway.service,"[3013.93, 950.31]",,,,
-133885744#0,1473258678,1473258664,1,highway.service,"[3007.4, 943.42]",,,,
-133885745#0,1473258660,1473258672,1,highway.service,"[3006.1, 937.06]",,,,
-133885749#0,1473258747,1473258678,1,highway.service,"[3008.99, 907.61]",,,,
-136571494#2,29219469,2381159752,3,highway.residential,"[3072.46, 984.88]",Rathausstraße,,,
-136571494#3,2656298171,29219469,3,highway.residential,"[3056.44, 975.63]",Rathausstraße,,,
-137085410#0,cluster_1503717684_1503717917,1503717940,1,highway.service,"[2351.48, 2001.1]",,,,
-137085410#2,1503717613,cluster_1503717684_1503717917,1,highway.service,"[2371.81, 1972.29]",,,,
-137085410#3,9610781802,1503717613,1,highway.service,"[2356.15, 1994.5]",,,,
-137085410#4,1503717940,9610781802,1,highway.service,"[2714.73, 1977.04]",,,,
-137085411#2,1503718086,1503717567,1,highway.service,"[2599.5, 1939.29]",,,,
-137085411#4,1503718197,1503718141,1,highway.service,"[2800.56, 1954.69]",,,,
-137085412#0,9820547958,1503718202,1,highway.service,"[2567.41, 1738.47]",,,,
-137085412#1,cluster_1503718238_1503718292_29192121_4849563734_7282245148,9820547958,1,highway.service,"[2591.9, 1727.77]",,,,
-137085422#0,9820547957,cluster_1503718238_1503718292_29192121_4849563734_7282245148,1,highway.service,"[2613.89, 1718.86]",,,,
-137085426#0,2341815243,1503717567,1,highway.service,"[1757.03, 1451.79]",,,,
-137085428,1503718246,9820547957,1,highway.service,"[1781.92, 1464.91]",,,,
-137085434#1,cluster_1503717699_1503717969,1503718045,1,highway.service,"[3643.48, 1305.58]",,,,
-137630045#0,9974457088,29192951,3,highway.residential,"[3589.81, 1281.94]",Am Kupfergraben,,,
-137630045#1,27412113,9974457088,3,highway.residential,"[3657.13, 1314.34]",Am Kupfergraben,,,
-138142361#0,4943615802,9891315494,1,highway.service,"[3466.83, 429.45]",,,,
-138142361#1,cluster_51965343_5343672900_8308269761_8308269762_8308269763,4943615802,1,highway.service,"[3474.88, 419.57]",,,,
-139118202,1524822669,1524822676,1,highway.service,"[3516.3, 1622.25]",Versorgungstunnel Regierungsviertel,,,
-139118203#0,1524822676,281164655,1,highway.service,"[1868.23, 1808.28]",Versorgungstunnel Regierungsviertel,,,
-139118203#1,4171675243,1524822676,1,highway.service,"[1865.57, 1842.75]",Versorgungstunnel Regierungsviertel,,,
-139118203#2,1524822672,4171675243,1,highway.service,"[1871.52, 1788.67]",Versorgungstunnel Regierungsviertel,,,
-143931933#0,9828787610,9645610050,17,railway.tram,"[3672.43, 1324.23]",,center,1049894530#0,
-143931933#1,cluster_1662153956_25954554_9068708383_9828787607_9828787609_9828800593_9828800595,9828787610,17,railway.tram,"[3657.13, 1314.34]",,center,143931933#1,
-143931933#2,9828800596,cluster_1662153956_25954554_9068708383_9828787607_9828787609_9828800593_9828800595,17,railway.tram,"[2421.96, 1513.94]",,center,143931933#2,
-143931933#4,cluster_266592581_29221620_9070334323_9679555928_9828787584_9828787590,9828787594,17,railway.tram,"[2432.52, 1516.91]",,center,143931933#4,
-143931933#5,cluster_25954546_9068723929,cluster_266592581_29221620_9070334323_9679555928_9828787584_9828787590,17,railway.tram,"[3977.89, 1573.87]",,center,143931933#5,
-148452597#2,cluster_1615531694_1711820643_1711820649_27411306_735963001,2831092403,17,railway.tram,"[2218.34, 544.34]",,center,148452597#2,
-148452597#3,9891723335,cluster_1615531694_1711820643_1711820649_27411306_735963001,17,railway.tram,"[2207.28, 542.43]",,center,148452597#3,
-148452597#4,9891723340,9891723335,17,railway.tram,"[3158.29, 1732.1]",,center,148452597#4,
-148457213#0,2831092401,1615564397,17,railway.tram,"[3166.67, 1734.06]",,center,148457213#0,
-153537606#5,9828800581,5087903173,17,railway.tram,"[3525.99, 1865.84]",,center,153537606#5,
-153537612#0,9828800569,cluster_25954546_9068723929,17,railway.tram,"[2503.13, 868.49]",,center,143931933#6,
-153537612#1,cluster_25954547_29221622_9044259979_9828188543_9828800567_9828800573_9828800580,9828800569,17,railway.tram,"[2506.99, 815.01]",,center,153537612#1,
-153692976#0,2451531734,cluster_26871463_9830372765,3,highway.residential,"[2509.43, 781.22]",Linienstraße,,,
-153692976#1,cluster_5323317819_9817923260,2451531734,3,highway.residential,"[2510.22, 770.56]",Linienstraße,,,
-153692976#2,cluster_1448679340_5700389950_5700389951_9817923242_9817923302,cluster_5323317819_9817923260,3,highway.residential,"[3210.5, 1680.88]",Linienstraße,,,
-153692978#2,cluster_6665554019_9817923259,cluster_311464976_3185200557_5700389948_5700389949,3,highway.residential,"[3052.94, 1639.89]",Tucholskystraße,,,
-153692978#3,3185200556,cluster_6665554019_9817923259,3,highway.residential,"[3751.92, 1387.81]",Tucholskystraße,,,
-153692984#0,5389742472,1663226742,3,highway.residential,"[3724.38, 1364.76]",Novalisstraße,,,
-153692984#1,cluster_26871580_9805667044,5389742472,3,highway.residential,"[4115.31, 1661.57]",Novalisstraße,,,
-153698380#2,2959830775,cluster_25661397_25662562_3767874527_3767874536_3767874549_3767875478_3767875479_8507892359,3,highway.residential,"[4162.45, 1767.85]",Neustädtische Kirchstraße,,,
-153698387#0,cluster_26747880_8110783768_8296993385,9710022584,10,highway.tertiary,"[2498.11, 945.26]",Luisenstraße,,,
-153698390#1,9962290111,cluster_1769589073_4603453626,3,highway.residential,"[2483.45, 943.97]",Schiffbauerdamm,,,
-153698390#2,1447185655,9962290111,3,highway.residential,"[2463.81, 942.2]",Schiffbauerdamm,,,
-153698391,4351377010,152692699,10,highway.tertiary,"[2337.19, 932.44]",Kapelle-Ufer,,,
-153698415#0,cluster_9566521507_9566521508,cluster_26747882_8296993384,10,highway.tertiary,"[3462.81, 1213.23]",Luisenstraße,,,
-156364570#3,cluster_160503146_1633759809_27411250_311264850_5372980361_5727160041_5727160042_5727160043_5727160044_5727160045,887158680,10,highway.tertiary,"[3351.45, 1156.0]",Anna-Louisa-Karsch-Straße,,,
-158023913#1,cluster_1206624322_6967775519,cluster_1206624326_6967775513,3,highway.residential,"[3348.58, 1155.49]",Dorotheenstraße,,,
-158025179#0,cluster_9566521507_9566521508,9566521501,1,highway.service,"[3908.78, 1431.01]",,,,
-15977422#1,cluster_25665679_4590472037_4590472042_4590472043_8305578764,9976632530,10,highway.tertiary,"[3931.12, 1478.69]",Universitätsstraße,,,
-161106452,1203692834,303436670,1,highway.path,"[3935.51, 1487.84]",,,,
-164039095#0,2088252949,271030233,3,highway.residential,"[3890.03, 1390.62]",Bertolt-Brecht-Platz,,,
-165415464#1,cluster_2344513388_2344513396_2352703351_26871464_4567083493_9820547968_9821581098,672892368,3,highway.residential,"[2503.13, 868.49]",Tucholskystraße,,,
-168940071#0,858597929,27412072,3,highway.residential,"[2498.89, 933.42]",Ziegelstraße,,,
-168942727#0,cluster_4785948329_9830554028,27411252,3,highway.residential,"[3326.26, 645.81]",Dircksenstraße,,,
-168942727#1,cluster_21487185_779036561_9443073373_9443073375_9891723339,cluster_4785948329_9830554028,3,highway.residential,"[3353.7, 619.38]",Dircksenstraße,,,
-168943640#2,768684050,cluster_2086246928_28373974,3,highway.residential,"[3361.14, 621.33]",Klosterstraße,,,
-169660686#0,26747878,6623314301,3,highway.residential,"[3413.56, 655.84]",Schiffbauerdamm,,,
-169717723#2,cluster_5340467365_9805667038,cluster_1857078817_1857078819_21487162_26748887_3781110320_3781110322_3781110323_3781110324_3781110325_4363314592_4943615784_4943615793_51965345_8308269764_8308269765_8308269766_8308269767,11,highway.secondary,"[3419.58, 659.8]",Torstraße,,,
-169717723#3,3185200555,cluster_5340467365_9805667038,11,highway.secondary,"[3436.92, 671.39]",Torstraße,,,
-170097526,1812490331,4114007657,1,highway.service,"[3311.79, 642.95]",,,,
-170370361#1,cluster_1819894827_5473650615,1815335438,1,highway.service,"[3317.95, 645.65]",,,,
-170370361#3,1815252268,cluster_1819894827_5473650615,1,highway.service,"[3323.23, 645.97]",,,,
-170855334,1819917468,cluster_1815335424_1819917465_662338385,1,highway.service,"[3326.26, 645.81]",,,,
-172080041#1,cluster_29039237_8296993380_8296993381_8296993397,cluster_29039235_8098189824_8296993395_8296993396,3,highway.residential,"[1667.94, 2001.06]",Margarete-Steffin-Straße,,,
-172283311#1,9820547962,cluster_1832049011_9820547961,1,highway.service,"[1683.23, 1970.8]",,,,
-176043799,cluster_1217161439_1217161453_26748919,1244082689,11,highway.secondary,"[1612.04, 1930.94]",Hannoversche Straße,,,
-176043804#0,4456834416,cluster_10023486734_303436970,3,highway.residential,"[1616.65, 1928.86]",Philippstraße,,,
-176043806#0,cluster_5142646319_9962315427,1447185681,10,highway.tertiary,"[1609.15, 702.11]",Reinhardtstraße,,,
-176043806#1,cluster_10023486735_345790016,cluster_5142646319_9962315427,10,highway.tertiary,"[1613.3, 702.53]",Reinhardtstraße,,,
-176043807#0,26747821,cluster_10023486735_345790016,10,highway.tertiary,"[1612.12, 709.02]",Reinhardtstraße,,,
-176043807#13,9710022585,1977037715,10,highway.tertiary,"[1608.79, 722.86]",Reinhardtstraße,,,
-176043807#4,2623152952,26747821,10,highway.tertiary,"[1616.27, 778.88]",Reinhardtstraße,,,
-176043811#0,9851063152,cluster_1375229179_9937500807,1,highway.service,"[1582.52, 782.01]",,,,
-176043815,688232303,708874736,1,highway.service,"[1582.68, 774.86]",,,,
-176043819#0,cluster_5534321656_688232246,4597099726,1,highway.service,"[1586.17, 766.68]",,,,
-176043819#1,303436694,cluster_5534321656_688232246,1,highway.service,"[1588.97, 745.96]",,,,
-176043822#2,1376167050,9869908570,1,highway.service,"[1589.81, 736.62]",,,,
-176043823#1,2460232853,cluster_1203301070_2460232852,1,highway.service,"[1592.0, 727.07]",,,,
-176273730#2,cluster_5394001565_5394001566_6400342990_6400342991_8110783758_8110783770,cluster_1348697004_1447899974_5824657588_5824657589_5824657593,12,highway.primary,"[1609.15, 702.11]",Dorotheenstraße,,,
-188240629#0,cluster_21487159_2677676184_8098179343_8098179369_8098179371,2677666552,10,highway.tertiary,"[2066.29, 1838.39]",Konrad-Adenauer-Straße,,,
-19002363#1,5451501371,cluster_196741369_29221567_9829191552_9829191572,10,highway.tertiary,"[2060.27, 1829.38]",Münzstraße,,,
-19002363#2,cluster_21487186_3239759268_4558254719_9443073374_9829191562,5451501371,10,highway.tertiary,"[2214.34, 1623.77]",Münzstraße,,,
-19002363#5,cluster_5451501364_9828268671,cluster_21487186_3239759268_4558254719_9443073374_9829191562,10,highway.tertiary,"[2225.5, 1615.71]",Münzstraße,,,
-19002363#6,5451501360,cluster_5451501364_9828268671,10,highway.tertiary,"[2135.04, 1634.76]",Münzstraße,,,
-19002363#8,cluster_1791264885_262470531_27411228_5451501357_5534476047_5534476048_588181343_860313203_9828188540_9830554045_9830554052,5451501360,10,highway.tertiary,"[2132.2, 1637.19]",Münzstraße,,,
-192803983#0,287019923,688232163,1,highway.service,"[2157.71, 1642.36]",Virchowweg,,,
-194069450#1,cluster_21487242_2264199819_6583929458_6583929462_6583929463_8507892381,2045820585,11,highway.secondary,"[2173.14, 1640.13]",Friedrichstraße,,,
-194073678#1,2045862464,10196206499,1,highway.service,"[2164.94, 1641.89]",,,,
-194159765#0,1448294025,6893021650,1,highway.service,"[3938.07, 863.32]",,,,
-194167247#0,2046756100,1928595407,1,highway.service,"[3957.65, 838.58]",,,,
-194167247#1,cluster_2046756041_6815725618,2046756100,1,highway.service,"[2076.85, 1649.63]",,,,
-194167247#2,2046756040,cluster_2046756041_6815725618,1,highway.service,"[2084.32, 1626.07]",,,,
-194167252,2046756049,cluster_2046756041_6815725618,1,highway.service,"[1964.86, 1585.47]",,,,
-194167259#1,2046756126,2046756124,1,highway.service,"[1921.07, 1559.73]",,,,
-194177676,2046943012,2046942958,1,highway.service,"[1899.05, 1558.1]",,,,
-194177696,2046942849,2046942863,1,highway.service,"[1992.83, 2041.45]",,,,
-194177700#0,2046942941,2046942863,1,highway.service,"[1984.15, 2053.7]",,,,
-194962375#0,5931763570,cluster_21487209_2480337678_29219440_3831343134_4566145593_4566145597_5747234977_768074054,3,highway.residential,"[2004.53, 2063.04]",Rathausstraße,,,
-194962375#2,8793912192,5747234979,3,highway.residential,"[2008.53, 2054.62]",Rathausstraße,,,
-194962998#0,10075520446,25665007,1,highway.service,"[2007.34, 2049.13]",,,,
-194962998#1,9015926597,10075520446,1,highway.service,"[1994.56, 2042.53]",,,,
