id,from,to,priority,type,shape,name,spreadType,bidi,distance
-1015063873,9363889922,cluster_9363889925_9945558807,1,highway.service,"3185.35,1590.41 3221.92,1600.73 3229.08,1602.40 3230.14,1602.66",,,,
-1015063876#1,9363889947,cluster_9363889948_9830554075,1,highway.service,"3305.45,1732.61 3305.05,1732.05",,,,
-1015063877#1,9363889955,cluster_29192126_9830554076,1,highway.service,"3354.18,1701.49 3353.70,1700.73",,,,
-1015063879,9363889968,cluster_9363889965_9363889970_9830554084_9830554085,1,highway.service,"3380.20,1699.49 3374.85,1689.82 3374.48,1689.14",,,,
-1015063883#0,9363889978,cluster_9363889980_9363889981_9363889986_9830716400,1,highway.service,"3407.35,1682.66 3402.87,1673.99",,,,
-1015063885,9363889984,cluster_9363889980_9363889981_9363889986_9830716400,1,highway.service,"3388.14,1656.50 3393.92,1667.95 3394.31,1668.94",,,,
-1015063887#1,9363889995,cluster_9363889996_9830716399,1,highway.service,"3438.56,1646.09 3439.10,1647.22",,,,
-1020977670#0,cluster_288070957_8234010065_8234010067_8296993383,cluster_9566521507_9566521508,10,highway.tertiary,"1915.68,1241.89 1917.38,1216.80 1918.87,1208.76 1920.58,1203.06",Luisenstraße,,,
-102131302#1,9926993103,9891315488,1,highway.service,"2046.24,2028.88 2036.34,2022.99 2024.87,2015.65 2023.09,2014.11",,,,
-102131302#2,9926993105,9926993103,1,highway.service,"2075.80,2045.84 2057.15,2035.37 2046.24,2028.88",,,,
-1024034687,cluster_29221570_9443073371_9443073372_9828268520_9828268524,cluster_21487186_3239759268_4558254719_9443073374_9829191562,3,highway.residential,"3896.90,1812.43 3827.83,1569.04",Max-Beer-Straße,,,
-102408133,538591159,1182601207,1,highway.service,"4165.70,750.37 4172.14,739.67 4178.69,730.32 4184.33,721.48 4183.10,713.67 4172.81,697.79 4166.10,695.86 4160.52,695.41 4155.67,695.94 4145.12,700.98 4139.74,703.59 4133.44,704.76 4113.30,704.60",,,,
-102523439#1,9891315493,3858934012,1,highway.service,"2078.91,1958.83 2081.30,1960.55 2131.11,1998.26",,,,
-10270987,262454197,1348731995,1,highway.service,"1791.63,709.05 1827.00,712.04 1877.92,716.34",Pariser Platz,,,
-1031067198#0,cluster_1449083317_1702628665_8110558955_8110783740_8110783742_9503969252,9503969255,1,highway.service,"1801.56,1292.40 1798.24,1291.01 1782.58,1284.50 1782.13,1249.54 1783.24,1242.88 1783.31,1217.96 1783.33,1206.33",,,,
-1040930907#0,9700749457,3148263650,3,highway.residential,"3921.04,878.26 3926.23,872.65 3931.41,872.62 3934.88,868.48",Jüdenstraße,,,
-104288000,1383458991,1203301227,1,highway.service,"2118.08,1825.35 2122.12,1822.07 2127.72,1820.89 2145.55,1824.29 2148.71,1825.72 2168.28,1840.40",,,,
-104991251,1210473819,1210473765,1,highway.service,"2825.30,1584.13 2791.95,1485.44 2787.74,1474.72",,,,
-1051100387#0,cluster_4565322435_4565322436,1615564389,17,railway.tram,"4069.02,1238.78 4064.30,1243.89 4057.90,1250.88",,center,1051100387#0,
-1052675176#1,29123416,cluster_29123420_9796304666,3,highway.residential,"4268.25,2204.63 4267.05,2202.88 4264.18,2198.78 4181.69,2080.54 4117.39,1985.62",Straßburger Straße,,,
-105352753,cluster_29039237_8296993380_8296993381_8296993397,cluster_8853141493_8853141497,10,highway.tertiary,"1747.68,1350.34 1752.90,1351.67 1774.36,1357.63 1797.75,1363.24",Reinhardtstraße,,,
-1056637173,9363889963,cluster_9363889965_9363889970_9830554084_9830554085,1,highway.service,"3376.82,1701.39 3371.62,1691.70 3371.23,1690.96",,,,
-105691147#1,1244082710,cluster_1217161461_9891315457,1,highway.service,"1998.33,1994.99 2001.75,2002.90",,,,
-105742454,1474045672,cluster_1217651538_9974457100,1,highway.service,"3048.25,1263.79 2955.87,1189.37 2939.53,1209.84 2916.36,1192.33 2908.88,1186.72",,,,
-1070046769#0,8844772163,9820934015,1,highway.service,"3467.70,1712.72 3466.86,1715.21 3465.27,1717.32 3463.11,1718.82 3460.58,1719.57 3457.94,1719.49",,,,
-1070046769#1,9820934015,8844772163,1,highway.service,"3457.94,1719.49 3455.46,1718.60 3453.39,1716.98 3451.93,1714.79 3451.23,1712.25 3451.36,1709.62 3452.30,1707.17 3454.16,1704.97 3456.65,1703.53 3459.49,1703.03 3462.33,1703.53 3464.83,1704.96 3466.69,1707.16 3467.69,1709.85 3467.70,1712.72",,,,
-1073949364#0,10041032075,cluster_10041032074_9851063163,1,highway.service,"2153.67,1662.05 2157.89,1663.48 2165.39,1644.10 2164.94,1641.89",,,,
-1073949364#1,cluster_10041032074_9851063163,10041032075,1,highway.service,"2157.71,1642.36 2150.57,1660.86 2153.67,1662.05",,,,
-1074192636,cluster_303436980_8121551052,1203692543,1,highway.service,"2046.82,1733.10 2030.35,1713.09",,,,
-1076057666,29219445,7736988897,1,highway.service,"3981.09,716.79 3966.54,710.84 3966.13,708.76 3968.77,671.29 3970.01,665.91 3972.57,662.30 3977.33,659.03 3989.44,656.75",,,,
-1076059866,cluster_5481132451_6743816375,9868164864,1,highway.service,"2218.84,1512.93 2220.36,1523.53 2220.91,1525.66 2221.68,1527.22 2222.95,1528.29 2224.43,1529.16",,,,
-1076059867,9868164864,cluster_5481132451_6743816375,1,highway.service,"2224.43,1529.16 2222.95,1528.29 2221.68,1527.22 2220.91,1525.66 2220.36,1523.53 2218.84,1512.93",,,,
-1076904632,cluster_26734254_9874893134,9874893135,1,highway.service,"1610.19,1200.79 1581.12,1201.38",,,,
-1079386660,25661323,9824731430,12,highway.primary,"1879.50,519.49 1871.56,517.50 1851.40,512.15 1835.65,509.71 1811.17,507.58",Behrenstraße,,,
-108031933#1,cluster_21487180_2400549239_25662552_3767874518_3767874519_3767874532_3767874533_3767874554_9710833646,4351377008,12,highway.primary,"1961.61,733.63 1960.84,741.37 1951.96,836.06",Wilhelmstraße,,,
-1081366109#0,3342715277,5024380089,1,highway.service,"1821.70,1717.51 1820.31,1739.63 1816.74,1744.23",Hufelandweg,,,
-1081366109#1,3342715212,3342715277,1,highway.service,"1826.39,1656.01 1825.57,1666.55 1821.70,1717.51",Hufelandweg,,,
-1081366110,5622370316,3342715212,1,highway.service,"1824.20,1635.04 1825.05,1643.14 1825.52,1647.60 1826.39,1656.01",Hufelandweg,,,
-1082061956#0,5622370302,5622370316,1,highway.service,"1824.14,1607.86 1823.62,1629.50 1824.20,1635.04",Hufelandweg,,,
-1082071651#0,5024445259,688232202,1,highway.service,"1722.70,1855.44 1712.86,1869.44 1712.07,1879.75",Hufelandweg,,,
-1082339049,9884607099,5576632450,1,highway.service,"1975.17,1772.31 1982.79,1774.33 1995.92,1775.75 2005.49,1773.33",,,,
-1082346484#0,cluster_26748924_9448656429_9891315500_9919378663_9919378670,29039359,3,highway.residential,"1892.10,2016.57 1896.87,1950.12",Robert-Koch-Platz,,,
-1082346487#1,29039359,cluster_10158381761_29039360_9047162846_9986178366,3,highway.residential,"1896.87,1950.12 1865.83,1947.46",Robert-Koch-Platz,,,
-1082931015#1,9924636395,9924601505,1,highway.service,"2159.23,1911.38 2160.25,1913.67 2169.12,1936.29 2164.48,1950.70 2157.43,1965.88 2126.73,1977.61 2089.40,1950.34 2087.05,1948.68",,,,
-1083757622#0,5047747733,56212636,1,highway.service,"2318.32,1610.13 2322.57,1607.13 2333.75,1611.22 2343.53,1614.80",,,,
-1084614342,1375229195,cluster_5534321661_688232191,1,highway.service,"2070.82,1845.13 2069.17,1847.55 2065.31,1854.13",,,,
-1084614343#0,10023486733,cluster_6305106452_6312195468,1,highway.service,"2307.31,1859.10 2306.08,1867.74",,,,
-1088428005,4616230260,4616230259,1,highway.service,"2858.34,1393.67 2865.41,1383.38 2870.30,1375.54",,,,
-1090433701#0,cluster_3342715238_8098189880,5794297291,10,highway.tertiary,"1881.49,1670.79 1875.59,1740.22 1873.70,1761.14 1871.52,1788.67",Luisenstraße,,,
-1090433701#1,cluster_3342715192_8098189879,cluster_3342715238_8098189880,10,highway.tertiary,"1884.25,1637.12 1883.78,1642.44 1881.49,1670.79",Luisenstraße,,,
-1092807356,10008135958,10008135954,1,highway.path,"2809.20,1075.92 2813.98,1069.62 2821.06,1063.19 2828.84,1056.24 2843.62,1046.71",,,,
-1095407474#0,cluster_1661927348_9788931206_9828268553_9828268554,cluster_1661927339_29221574_29224123_9828188538_9828800544_9828800549_9828800550,3,highway.residential,"3911.88,1973.79 3909.10,1968.49 3893.34,1937.97 3869.56,1892.09 3853.36,1861.28 3848.30,1852.10 3845.12,1845.88",Alte Schönhauser Straße,,,
-1096883479#0,cluster_1449083317_1702628665_8110558955_8110783740_8110783742_9503969252,cluster_29039237_8296993380_8296993381_8296993397,3,highway.residential,"1793.01,1306.31 1788.05,1310.47 1771.64,1325.30 1757.56,1338.93 1754.94,1341.47",Margarete-Steffin-Straße,,,
-1096883480#0,cluster_1074960874_8234010054,cluster_1449083317_1702628665_8110558955_8110783740_8110783742_9503969252,3,highway.residential,"1824.44,1283.85 1818.78,1287.40 1811.11,1292.39 1805.05,1296.64",Margarete-Steffin-Straße,,,
-1098856743#1,cluster_1450116880_1584541192_353766451_9828580158,9828580198,3,highway.residential,"4122.72,1762.45 4060.47,1732.61",Weydingerstraße,,,
-1098856744,604995590,cluster_196746683_604995360,10,highway.tertiary,"4014.05,1886.34 4003.87,1924.95",Rosa-Luxemburg-Straße,,,
-1100824590,1447185681,3869306762,10,highway.tertiary,"2298.94,1484.49 2331.34,1492.33 2364.61,1500.36 2382.97,1504.77 2395.44,1507.76",Reinhardtstraße,,,
-1100903087#0,cluster_1217161461_9891315457,1178759090,11,highway.secondary,"2005.23,2011.01 2014.39,2006.57",Hannoversche Straße,,,
-1100903087#1,1244082689,cluster_1217161461_9891315457,11,highway.secondary,"2001.29,2016.48 2005.23,2011.01",Hannoversche Straße,,,
-1100903088,1178759090,688232583,11,highway.secondary,"2014.39,2006.57 2036.40,1996.99 2053.60,1974.69",Hannoversche Straße,,,
-1100903091#0,9924601508,26748910,11,highway.secondary,"2079.27,1943.02 2090.05,1930.20 2107.56,1922.65",Hannoversche Straße,,,
-1100903092,26748910,9924636396,11,highway.secondary,"2107.56,1922.65 2144.55,1906.26 2155.00,1901.63",Hannoversche Straße,,,
-1100903094#0,cluster_6305106452_6312195468,cluster_10053215766_26748900,11,highway.secondary,"2311.01,1868.43 2368.35,1877.06",Hannoversche Straße,,,
-1100903095,1178759100,cluster_6305106452_6312195468,11,highway.secondary,"2235.16,1868.61 2244.68,1864.67 2254.30,1862.00 2260.83,1861.50 2267.83,1862.20 2306.08,1867.74",Hannoversche Straße,,,
-1100903096#2,1440929691,cluster_1217161439_1217161453_26748919,11,highway.secondary,"1940.62,2103.94 1957.15,2080.09 1977.95,2050.06",Hessische Straße,,,
-1101961674#1,cluster_29193495_29193496,cluster_25665646_3602294175_7515757037,3,highway.residential,"3009.44,903.76 3018.88,808.51",Hinter dem Gießhaus,,,
-1101961735#0,1371317063,538716975,3,highway.residential,"3056.44,975.63 3013.93,950.31 3011.01,948.57 3007.40,943.42 3006.79,940.42 3006.10,937.06",Hinter dem Gießhaus,,,
-1101961736#0,538716975,cluster_29193495_29193496,3,highway.residential,"3006.10,937.06 3008.99,907.61",Hinter dem Gießhaus,,,
-1101961737,29192965,1371317063,3,highway.residential,"3089.44,994.67 3072.46,984.88 3056.44,975.63",Hinter dem Gießhaus,,,
-1102153967#0,cluster_3842258973_8308269760,26871660,11,highway.secondary,"2356.15,1994.50 2351.48,2001.10 2308.39,2062.00 2292.55,2083.61 2259.85,2127.39",Chausseestraße,,,
-1102153967#1,cluster_51965343_5343672900_8308269761_8308269762_8308269763,cluster_3842258973_8308269760,11,highway.secondary,"2371.81,1972.29 2370.92,1973.52 2356.15,1994.50",Chausseestraße,,,
-1102154066#1,4547201155,cluster_26871580_9805667044,11,highway.secondary,"2599.50,1939.29 2594.92,1937.82 2560.98,1926.72",Torstraße,,,
-1102154067,cluster_26871581_9805667026,4547201155,11,highway.secondary,"2714.73,1977.04 2642.36,1953.36 2632.81,1950.23 2603.88,1940.76 2599.50,1939.29",Torstraße,,,
-1102154068#0,cluster_1448679340_5700389950_5700389951_9817923242_9817923302,3185200556,3,highway.residential,"2813.74,1919.75 2800.56,1954.69",Tucholskystraße,,,
-1102154070,cluster_612438356_9820547967_9821581097,cluster_25954548_9068699945,10,highway.tertiary,"2546.07,1747.26 2567.41,1738.47 2591.90,1727.77 2613.89,1718.86",Oranienburger Straße,,,
-1102167010#0,550663633,cluster_26748159_8098189832,3,highway.residential,"1735.20,1423.83 1757.03,1451.79 1761.96,1456.89 1771.27,1461.78 1781.92,1464.91",Unterbaumstraße,,,
-1102369940#0,4468994521,2796688606,3,highway.residential,"3643.48,1305.58 3625.95,1295.39 3618.37,1291.69 3604.91,1285.13 3589.81,1281.94",Rochstraße,,,
-1102369940#1,7413200491,4468994521,3,highway.residential,"3657.13,1314.34 3651.45,1310.67 3643.48,1305.58",Rochstraße,,,
-1102369941,275525459,cluster_1288008787_5518191524,3,highway.residential,"3655.08,1189.15 3604.44,1233.92",Rosenstraße,,,
-1102369946,29194689,10087220473,3,highway.residential,"3436.29,471.40 3466.83,429.45 3474.88,419.57",Brüderstraße,,,
-1103300964#0,cluster_3837028179_9068723927,cluster_8844772165_9828787615,10,highway.tertiary,"3516.30,1622.25 3523.51,1644.08 3536.10,1682.12",Rosenthaler Straße,,,
-1103300964#1,859002304,cluster_3837028179_9068723927,10,highway.tertiary,"3511.29,1608.24 3516.30,1622.25",Rosenthaler Straße,,,
-1103591568#0,305018356,cluster_10158381761_29039360_9047162846_9986178366,10,highway.tertiary,"1868.23,1808.28 1865.82,1839.21 1865.57,1842.75 1857.38,1946.76",Luisenstraße,,,
-1103591568#1,5794297291,305018356,10,highway.tertiary,"1871.52,1788.67 1869.20,1798.03 1868.23,1808.28",Luisenstraße,,,
-1105574290,cluster_3922684684_3922684686_3922684691_545036683,29207837,3,highway.residential,"3140.15,484.88 3109.19,470.08 3084.48,458.56 3058.02,446.83",Jägerstraße,,,
-1105574291#1,5038062231,7251440236,3,highway.residential,"2757.59,620.85 2755.24,620.65 2689.13,614.78",Behrenstraße,,,
-1105574291#2,cluster_25662738_365516587,5038062231,3,highway.residential,"2785.75,623.24 2757.59,620.85",Behrenstraße,,,
-1110526068,8091138734,7413200491,3,highway.residential,"3713.97,1356.53 3672.43,1324.23 3657.13,1314.34",Rochstraße,,,
-111251382#2,303436603,cluster_1673527224_1673527227_21487161_3781110311_3781110312_3781110313_3918673901_3918673903_3918673904_4603453181_51974030_6476575480,10,highway.tertiary,"2421.96,1513.94 2432.52,1516.91 2437.41,1518.32",Reinhardtstraße,,,
-1115509343#1,5451501377,cluster_29221562_9830552393,10,highway.tertiary,"3977.89,1573.87 4040.70,1703.57",Rosa-Luxemburg-Straße,,,
-1115641284,10203287782,10203287779,1,highway.service,"2218.34,544.34 2213.01,543.42 2207.28,542.43 2204.66,541.97",,,,
-1117432800,cluster_1503717684_1503717917,cluster_1503717699_1503717969,1,highway.service,"3130.18,1733.48 3141.04,1733.85 3158.29,1732.10 3166.67,1734.06",,,,
-1119854969#0,3463843411,3463843421,10,highway.tertiary,"2731.81,1122.81 2730.32,1137.85 2729.43,1146.73",Geschwister-Scholl-Straße,,,
-1119855803#1,9068723930,cluster_266592581_29221620_9070334323_9679555928_9828787584_9828787590,3,highway.residential,"3525.99,1865.84 3524.23,1893.78",Kleine Rosenthaler Straße,,,
-1119855803#2,cluster_25954546_9068723929,9068723930,3,highway.residential,"3526.44,1845.12 3525.99,1865.84",Kleine Rosenthaler Straße,,,
-1119933622,25664649,cluster_21487242_2264199819_6583929458_6583929462_6583929463_8507892381,11,highway.secondary,"2503.13,868.49 2506.99,815.01 2507.90,802.41 2508.96,787.74 2509.43,781.22 2510.22,770.56",Friedrichstraße,,,
-1121008013#0,cluster_27412195_9830716404_9945558803,1503717543,3,highway.residential,"3210.50,1680.88 3072.94,1645.08 3052.94,1639.89",Krausnickstraße,,,
-1121012037#0,2425782615,3761690077,3,highway.residential,"3751.92,1387.81 3748.66,1383.67 3728.14,1367.69 3724.38,1364.76",Rochstraße,,,
-112128825#0,cluster_29221565_9828580191_9828580192_9828580234_9828580235,1275477851,3,highway.residential,"4115.31,1661.57 4103.99,1637.03",Kleine Alexanderstraße,,,
-112128825#3,cluster_29221605_9830552391,cluster_29221565_9828580191_9828580192_9828580234_9828580235,3,highway.residential,"4162.59,1773.25 4162.45,1767.85 4118.03,1673.09",Kleine Alexanderstraße,,,
-1123106322#2,cluster_25664680_4603453154_577258918,cluster_1206624322_6967775519,3,highway.residential,"2498.11,945.26 2483.45,943.97 2478.11,943.50 2463.81,942.20 2449.03,940.85 2421.67,938.35",Dorotheenstraße,,,
-1123106898,cluster_1206624326_6967775513,2959830776,3,highway.residential,"2391.24,936.16 2337.19,932.44 2289.94,929.18",Dorotheenstraße,,,
-1123150361#1,cluster_160503146_1633759809_27411250_311264850_5372980361_5727160041_5727160042_5727160043_5727160044_5727160045,611334710,10,highway.tertiary,"3467.54,1215.66 3462.81,1213.23 3441.25,1202.15 3351.45,1156.00 3348.58,1155.49 3345.64,1156.85",Anna-Louisa-Karsch-Straße,,,
-1123151415#0,3269713294,cluster_196741367_29221514_3837048399_3837048403_3837048405_3837048407_3837048408_3837048410_3837048413_4685880745_5097270924,3,highway.residential,"3908.78,1431.01 3931.12,1478.69 3933.69,1484.18 3935.51,1487.84",Rosa-Luxemburg-Straße,,,
-1123151415#1,cluster_27411994_9829191555_9891678205_9891678206_9891723325,3269713294,3,highway.residential,"3890.03,1390.62 3908.78,1431.01",Rosa-Luxemburg-Straße,,,
-11483007#2,25664649,cluster_25664680_4603453154_577258918,11,highway.secondary,"2503.13,868.49 2499.31,927.02 2498.89,933.42 2498.11,945.26",Friedrichstraße,,,
-120675240#2,6976142751,262479941,10,highway.tertiary,"3326.26,645.81 3329.34,644.68 3331.67,643.13 3347.40,622.01 3350.39,620.23 3353.70,619.38 3357.31,619.99 3361.14,621.33 3366.94,625.20 3413.56,655.84 3419.58,659.80 3423.32,662.30 3436.92,671.39",Schloßplatz,,,
-120675240#3,31156706,6976142751,10,highway.tertiary,"3268.16,614.85 3311.79,642.95 3317.95,645.65 3323.23,645.97 3326.26,645.81",Schloßplatz,,,
-120831034,1376206587,1353880278,1,highway.service,"1659.09,1997.17 1667.94,2001.06 1683.23,1970.80",,,,
-120831039,1353880271,cluster_287019898_538997859,1,highway.service,"1602.01,1955.42 1612.04,1930.94 1616.65,1928.86",,,,
-121339622#0,1359012335,1359012364,1,highway.path,"1609.15,702.11 1613.30,702.53 1612.12,709.02 1608.79,722.86 1606.64,732.02 1609.57,751.41 1611.01,766.28 1616.27,778.88",,,,
-121339622#1,1359012359,1359012335,1,highway.path,"1582.52,782.01 1582.68,774.86 1586.17,766.68 1587.70,755.80 1588.97,745.96 1589.81,736.62 1592.00,727.07 1595.17,719.04 1602.62,709.69 1606.03,702.01 1609.15,702.11",,,,
-123264588,1375229195,1375229190,1,highway.service,"2070.82,1845.13 2066.29,1838.39 2060.27,1829.38",,,,
-123264596,1375229158,1375229173,1,highway.service,"2214.34,1623.77 2225.50,1615.71 2249.67,1647.42",,,,
-123264598#0,9874154934,cluster_1375229179_9937500807,1,highway.service,"2138.46,1634.72 2135.04,1634.76 2132.20,1637.19 2118.37,1672.72",,,,
-123264598#1,cluster_10041032074_9851063163,9874154934,1,highway.service,"2157.71,1642.36 2138.46,1634.72",,,,
-123264598#3,1202223279,cluster_10041032074_9851063163,1,highway.service,"2173.14,1640.13 2164.94,1641.89",,,,
-128396190#2,3148263650,cluster_21582728_3183994307_9700774887,1,highway.path,"3934.88,868.48 3936.56,866.05 3938.07,863.32 3957.65,838.58",Jüdenstraße,,,
-128488713,345790157,cluster_345798813_345798852_9986178356_9986178357,1,highway.service,"2075.49,1653.87 2076.85,1649.63 2084.32,1626.07 2043.31,1600.65 1964.86,1585.47 1956.11,1580.43 1921.07,1559.73 1908.97,1558.87 1899.05,1558.10 1897.63,1558.01",,,,
-131088417#0,9891315474,cluster_1217161439_1217161453_26748919,1,highway.service,"1992.83,2041.45 1986.45,2037.81",,,,
-131088417#1,9891315473,9891315474,1,highway.service,"1984.15,2053.70 1986.02,2054.62 2004.53,2063.04 2008.53,2054.62 2008.80,2051.49 2007.34,2049.13 1994.56,2042.53 1992.83,2041.45",,,,
-131088417#2,cluster_1217161439_1217161453_26748919,9891315473,1,highway.service,"1977.95,2050.06 1984.15,2053.70",,,,
-131330590,345790024,1445622300,1,highway.service,"2200.65,1564.80 2195.20,1562.77 2160.33,1549.53 2154.59,1547.38",,,,
-131420077#0,303436848,4603453187,1,highway.service,"2310.23,1600.20 2340.76,1578.61 2356.39,1563.72 2396.70,1537.41 2406.56,1531.62 2417.21,1524.34 2420.15,1521.86",,,,
-131505631,1447185663,1447185662,3,highway.residential,"2318.59,1444.93 2289.51,1430.01 2276.71,1423.44",Am Zirkus,,,
-131577612#3,9824731430,858908893,12,highway.primary,"1811.17,507.58 1765.18,503.58 1752.52,502.47 1748.10,502.15",Behrenstraße,,,
-131813039#1,cluster_1450118970_9828580157,cluster_1450116882_3730313049_3730313051_9828580154_9828580165,1,highway.service,"4104.67,1891.15 4103.01,1887.83 4094.14,1870.10 4087.15,1873.58 4065.78,1828.62 4055.26,1807.44",,,,
-131813040#1,9828580159,cluster_1450116880_1584541192_353766451_9828580158,1,highway.service,"4149.11,1867.72 4147.64,1864.98 4139.12,1849.13 4145.04,1845.96 4121.43,1800.99 4111.06,1780.41",,,,
-131945940,540698418,540698417,1,highway.service,"3971.17,518.73 3920.12,529.63 3910.95,531.79",Am Krögel,,,
-132460632#0,1449754450,cluster_1575952530_4590472023_538717882,1,highway.service,"2994.41,983.19 2985.83,1012.82 2985.10,1015.70",,,,
-133885742,1473258656,1473258660,1,highway.service,"3191.29,1058.35 3185.81,1065.20 3184.64,1066.81",,,,
-133885743#1,cluster_1473258683_1474045661,2385462329,1,highway.service,"3176.68,1115.05 3193.30,1127.61",,,,
-133885744#0,1473258678,1473258664,1,highway.service,"3242.72,1104.94 3244.11,1103.25 3245.77,1100.92 3249.08,1095.36",,,,
-133885745#0,1473258660,1473258672,1,highway.service,"3184.64,1066.81 3182.02,1070.42 3181.60,1070.85 3158.77,1101.60",,,,
-133885749#0,1473258747,1473258678,1,highway.service,"3213.79,1143.11 3239.71,1109.24 3239.99,1108.80 3242.72,1104.94",,,,
-136571494#2,29219469,2381159752,3,highway.residential,"3637.35,800.95 3634.29,798.94 3576.94,761.22",Rathausstraße,,,
-136571494#3,2656298171,29219469,3,highway.residential,"3653.61,811.86 3647.27,807.57 3637.35,800.95",Rathausstraße,,,
-137085410#0,cluster_1503717684_1503717917,1503717940,1,highway.service,"3127.38,1740.26 3125.20,1741.41 3122.75,1741.77 3120.32,1741.29",,,,
-137085410#2,1503717613,cluster_1503717684_1503717917,1,highway.service,"3117.72,1729.37 3119.59,1728.00 3121.79,1727.28 3124.10,1727.28 3126.30,1728.00 3128.17,1729.38 3129.50,1731.27 3130.18,1733.48",,,,
-137085410#3,9610781802,1503717613,1,highway.service,"3115.76,1733.09 3116.17,1731.72 3116.83,1730.47 3117.72,1729.37",,,,
-137085410#4,1503717940,9610781802,1,highway.service,"3120.32,1741.29 3118.82,1740.50 3117.53,1739.39 3116.54,1738.01 3115.90,1736.44 3115.63,1734.77 3115.76,1733.09",,,,
-137085411#2,1503718086,1503717567,1,highway.service,"3076.47,1757.72 3011.46,1741.87 3008.68,1740.02 3008.05,1736.69 3022.48,1677.67 3025.77,1674.80 3029.64,1674.34 3040.11,1676.79 3043.55,1677.60",,,,
-137085411#4,1503718197,1503718141,1,highway.service,"3143.62,1779.08 3122.39,1773.79 3114.39,1766.86",,,,
-137085412#0,9820547958,1503718202,1,highway.service,"3182.85,1788.85 3181.00,1788.39 3167.27,1784.97 3165.85,1784.61 3153.98,1781.66",,,,
-137085412#1,cluster_1503718238_1503718292_29192121_4849563734_7282245148,9820547958,1,highway.service,"3188.30,1790.21 3182.85,1788.85",,,,
-137085422#0,9820547957,cluster_1503718238_1503718292_29192121_4849563734_7282245148,1,highway.service,"3175.85,1816.18 3182.05,1817.62",,,,
-137085426#0,2341815243,1503717567,1,highway.service,"3051.03,1647.38 3050.43,1649.80 3046.43,1665.66 3043.55,1677.60",,,,
-137085428,1503718246,9820547957,1,highway.service,"3127.52,1793.89 3137.40,1800.80 3150.43,1804.10 3160.25,1812.33 3173.46,1815.62 3175.85,1816.18",,,,
-137085434#1,cluster_1503717699_1503717969,1503718045,1,highway.service,"3164.86,1741.00 3161.75,1752.64",,,,
-137630045#0,9974457088,29192951,3,highway.residential,"2747.17,1313.29 2763.11,1311.24 2771.12,1309.93 2779.50,1307.22 2805.41,1296.54 2825.49,1287.19 2835.53,1277.19",Am Kupfergraben,,,
-137630045#1,27412113,9974457088,3,highway.residential,"2716.94,1316.45 2721.31,1316.01 2747.17,1313.29",Am Kupfergraben,,,
-138142361#0,4943615802,9891315494,1,highway.service,"2365.36,1967.43 2362.02,1965.55 2355.62,1962.69 2347.24,1958.73 2336.60,1953.88 2343.67,1940.99 2327.52,1929.89 2320.23,1926.31 2299.27,1915.71 2243.42,1887.17 2239.32,1877.97",,,,
-138142361#1,cluster_51965343_5343672900_8308269761_8308269762_8308269763,4943615802,1,highway.service,"2370.80,1971.53 2365.36,1967.43",,,,
-139118202,1524822669,1524822676,1,highway.service,"1844.46,931.33 1839.72,960.95 1834.12,976.35",Versorgungstunnel Regierungsviertel,,,
-139118203#0,1524822676,281164655,1,highway.service,"1834.12,976.35 1845.22,976.16 1856.42,997.00 1879.11,1048.58 1880.22,1050.42 1884.36,1059.54 1887.74,1070.65 1896.04,1113.02 1894.72,1153.40 1888.78,1165.60",Versorgungstunnel Regierungsviertel,,,
-139118203#1,4171675243,1524822676,1,highway.service,"1680.75,1049.01 1709.14,1030.73 1794.80,979.60 1834.12,976.35",Versorgungstunnel Regierungsviertel,,,
-139118203#2,1524822672,4171675243,1,highway.service,"1606.28,1074.65 1645.65,1071.65 1680.75,1049.01",Versorgungstunnel Regierungsviertel,,,
-143931933#0,9828787610,9645610050,17,railway.tram,"3474.99,1970.92 3472.04,1977.09 3463.03,1997.15 3430.45,2064.81 3427.06,2071.66 3415.29,2096.04 3404.05,2122.59 3402.39,2127.38 3400.43,2135.25 3399.91,2137.62 3399.10,2141.27 3398.70,2144.92 3398.40,2147.55 3398.19,2153.68 3398.34,2156.20 3398.39,2157.08 3398.94,2160.96 3399.94,2165.21 3401.25,2169.52 3401.65,2170.54 3403.26,2174.90 3404.22,2176.90 3407.60,2183.92 3408.49,2185.64 3410.71,2190.10 3420.31,2208.51 3474.69,2313.34",,center,1049894530#0,
-143931933#1,cluster_1662153956_25954554_9068708383_9828787607_9828787609_9828800593_9828800595,9828787610,17,railway.tram,"3477.74,1965.17 3474.99,1970.92",,center,143931933#1,
-143931933#2,9828800596,cluster_1662153956_25954554_9068708383_9828787607_9828787609_9828800593_9828800595,17,railway.tram,"3480.32,1959.65 3477.74,1965.17",,center,143931933#2,
-143931933#4,cluster_266592581_29221620_9070334323_9679555928_9828787584_9828787590,9828787594,17,railway.tram,"3512.03,1892.01 3497.00,1924.05",,center,143931933#4,
-143931933#5,cluster_25954546_9068723929,cluster_266592581_29221620_9070334323_9679555928_9828787584_9828787590,17,railway.tram,"3526.44,1845.12 3522.25,1864.10 3517.75,1878.22 3512.03,1892.01",,center,143931933#5,
-148452597#2,cluster_1615531694_1711820643_1711820649_27411306_735963001,2831092403,17,railway.tram,"3974.18,1347.65 3974.22,1352.89 3975.07,1357.68 3975.84,1359.65",,center,148452597#2,
