id,from,to,priority,type,shape,name,spreadType,bidi,distance
194167247#2,cluster_2046756041_6815725618,2046756040,1,highway.service,"2040.36,1109.84 2017.48,1098.08",,,,
194167250#1,cluster_2046756041_6815725618,2046756049,1,highway.service,"2057.87,1114.48 2070.79,1117.90 2079.61,1146.44",,,,
194167253,2046756040,2046756108,1,highway.service,"2017.48,1098.08 2020.70,1107.47 2044.13,1184.75",,,,
194167256#1,2046756108,2046756040,1,highway.service,"2044.13,1184.75 2020.70,1107.47 2017.48,1098.08",,,,
194167259#1,2046756124,2046756126,1,highway.service,"2095.47,1197.76 2088.62,1199.86 2093.61,1215.98 2138.60,1202.15",,,,
194177683,2046942958,2046943012,1,highway.service,"3514.98,661.19 3508.06,674.18 3497.76,686.73 3483.83,701.16",,,,
194177692#2,2046942863,2046942941,1,highway.service,"3524.09,621.22 3518.61,629.87 3508.70,641.80 3500.69,651.58",,,,
194177696,2046942863,2046942849,1,highway.service,"3524.09,621.22 3549.93,641.41 3559.75,628.91 3533.92,608.71",,,,
194962375#2,5747234979,8793912192,3,highway.residential,"3822.27,925.76 3862.01,953.18 3867.08,946.43",Rathausstraße,,,
194962998#0,25665007,10075520446,1,highway.service,"3226.94,808.63 3233.90,796.41 3241.22,785.11",,,,
194962998#1,10075520446,9015926597,1,highway.service,"3241.22,785.11 3253.18,766.65 3274.79,732.18",,,,
194962998#2,9015926597,6976142751,1,highway.service,"3274.79,732.18 3333.01,661.71 3337.67,654.29 3326.26,645.81",,,,
195088658#1,5403940731,5403940732,1,highway.path,"2106.81,620.72 2117.51,611.33 2131.70,603.40",,,,
195088844,2055804552,2055804923,1,highway.service,"2289.80,582.97 2287.24,600.52 2286.26,605.00 2283.87,612.53 2283.50,618.14",,,,
195089278,2055808360,3345490416,1,highway.service,"2196.39,611.67 2197.32,599.74 2198.29,586.47 2198.97,575.46",,,,
195089283,2055808362,2882465323,1,highway.service,"2312.39,683.30 2354.96,686.27 2420.35,690.81 2453.84,693.16",,,,
195089288#2,2055804923,2055808883,1,highway.service,"2283.50,618.14 2279.10,677.01 2265.00,676.37",,,,
195089504,2055808887,2055808883,1,highway.service,"2261.94,717.37 2262.69,702.09 2265.00,676.37",,,,
195091665#1,cluster_29039235_8098189824_8296993395_8296993396,8098189825,3,highway.residential,"1712.77,1395.68 1711.47,1393.89 1688.89,1362.88",Unterbaumstraße,,,
195104956#1,6893021649,6893021650,3,highway.residential,"2268.39,1189.86 2242.78,1170.07 2234.32,1164.67",Schiffbauerdamm,,,
195104960#1,6893021650,6815725613,3,highway.residential,"2234.32,1164.67 2221.35,1156.67 2202.06,1146.87 2125.19,1111.04",Schiffbauerdamm,,,
195104960#3,1663267163,2046756037,3,highway.residential,"2055.06,1078.36 2044.95,1074.92 2033.12,1072.77 2011.86,1072.85",Schiffbauerdamm,,,
195104960#4,2046756037,cluster_26747882_8296993384,3,highway.residential,"2011.86,1072.85 1940.29,1072.88 1937.81,1072.88",Schiffbauerdamm,,,
195262644#1,10008135958,2057354702,1,highway.path,"2809.20,1075.92 2810.78,1064.85 2821.23,1047.53 2832.96,1032.87 2845.78,1021.47",,,,
195268589,2057396430,2057396437,1,highway.footway,"2288.92,1069.97 2288.84,1072.98 2304.90,1073.54",,center,,
195397541#0,1635318752,cluster_1217651538_9974457100,3,highway.residential,"2910.55,1184.70 2908.88,1186.72",Am Kupfergraben,,,
195397541#2,cluster_1217651538_9974457100,9882048402,3,highway.residential,"2906.39,1189.79 2900.62,1196.91",Am Kupfergraben,,,
195397542,27412235,2190311075,19,railway.light_rail,"2720.95,1105.57 2706.35,1105.75 2692.16,1105.91 2677.82,1105.91",,center,-195397542,
195397561#1,4745324439,3754652238,3,highway.residential,"2612.19,1111.44 2608.00,1122.60 2605.06,1130.13",Planckstraße,,,
195397561#2,3754652238,cluster_26701259_6690679589,3,highway.residential,"2605.06,1130.13 2602.69,1136.71 2596.84,1152.93 2593.85,1160.90 2591.93,1166.00 2586.40,1180.69 2572.36,1219.52 2570.46,1226.69 2568.24,1235.09 2566.46,1247.08",Planckstraße,,,
195397561#4,cluster_26701259_6690679589,cluster_26701262_9962315453,3,highway.residential,"2565.96,1252.34 2564.66,1265.81 2563.65,1280.83 2562.80,1289.83 2561.42,1304.37",Planckstraße,,,
195400997#1,2831092402,cluster_4673135641_4673135642,17,railway.tram,"3907.95,1302.55 3918.64,1310.63",,center,,
195400997#2,cluster_4673135641_4673135642,cluster_4547201157_4547201159,17,railway.tram,"3918.64,1310.63 3920.23,1312.19 3924.66,1315.80 3944.35,1331.15 3946.11,1332.62 3957.97,1343.56",,center,,
195401006,cluster_1987191204_29219465_30731504_4673135645_4673135646_6447810050_9891678215,cluster_1615531694_1711820643_1711820649_27411306_735963001,12,highway.primary,"3928.97,1313.27 3950.39,1328.38 3959.18,1335.41 3962.01,1337.57",Karl-Liebknecht-Straße,center,,
195401013#2,4554486920,1827996550,12,highway.primary,"3908.46,1316.86 3905.72,1314.77 3882.77,1295.28 3876.60,1290.67 3819.54,1245.86 3705.65,1158.49 3692.33,1148.13 3686.89,1143.90 3684.88,1142.33 3681.37,1139.60",Karl-Liebknecht-Straße,center,,
195411594#0,cluster_1864428533_1864428534,cluster_2010745295_2010745299_2045862310_2058568011_4217234963_4603453643_4603453644_4603453647_8305578766_8305578769,17,railway.tram,"2490.46,1058.00 2489.52,1068.27 2488.43,1077.83 2485.95,1120.10 2485.49,1125.69",,center,,
195411594#1,cluster_1673527106_1673527109,cluster_1864428533_1864428534,17,railway.tram,"2494.83,984.07 2491.47,1039.75 2490.46,1058.00",,center,,
195411594#2,cluster_25664680_4603453154_577258918,cluster_1673527106_1673527109,17,railway.tram,"2503.24,956.63 2501.51,958.61 2500.00,960.72 2498.47,963.41 2497.10,966.56 2495.85,971.39 2495.35,975.08 2494.83,984.07",,center,,
195411601#0,cluster_2010745295_2010745299_2045862310_2058568011_4217234963_4603453643_4603453644_4603453647_8305578766_8305578769,cluster_1864428533_1864428534,17,railway.tram,"2481.88,1125.52 2482.27,1121.13 2485.74,1077.91 2486.91,1068.08 2487.40,1057.81",,center,,
195411601#2,4603453628,cluster_2010745295_2010745299_2045862310_2058568011_4217234963_4603453643_4603453644_4603453647_8305578766_8305578769,17,railway.tram,"2475.77,1195.90 2481.56,1129.28",,center,,
195411601#4,cluster_1769589042_8305578767_8305578768_9962290100_9962315444_9975087425,9975087424,17,railway.tram,"2468.31,1281.56 2469.50,1268.07 2470.14,1260.70",,center,,
195411602#1,2603295463,cluster_1864428531_1864428537_4489423699_4603453649,11,highway.secondary,"2481.34,1105.76 2482.60,1077.89 2482.92,1068.58",Friedrichstraße,center,,
195411604,1864428519,cluster_25664680_4603453154_577258918,11,highway.secondary,"2485.67,983.66 2487.07,962.74 2488.99,955.63 2498.11,945.26",Friedrichstraße,center,,
196520271#0,cluster_26934351_8296993387,8296993386,3,highway.residential,"1862.48,1408.96 1874.23,1391.18",Charitéstraße,center,,
196520271#1,8296993386,cluster_2644068266_26747947,3,highway.residential,"1874.23,1391.18 1879.23,1383.63",Charitéstraße,center,,
196844844,27412237,2071374914,19,railway.light_rail,"2184.69,1225.36 2203.24,1218.68 2223.71,1211.11",,center,-196844844,
196844845,2071374916,2071374906,20,railway.rail,"2176.93,1216.43 2195.84,1208.32 2223.08,1196.08",,center,,
196844846,29805124,2071374815,20,railway.rail,"2636.57,1090.52 2627.50,1090.61 2622.40,1090.67 2603.84,1090.82 2589.18,1091.00",,center,,
196844847,2071375005,2071374989,19,railway.light_rail,"2000.41,1257.74 2009.21,1256.43 2019.01,1255.29 2028.34,1254.70",,center,-196844847,
196844848,2071374842,2071374871,19,railway.light_rail,"2621.79,1098.29 2635.10,1100.78 2646.87,1102.21 2658.35,1104.17",,center,,
196850609#0,cluster_2071423335_25662916_4591015614_4591015618_4591015622_4591015626_5824647398,2071423347,11,highway.secondary,"2530.34,523.53 2532.36,547.01 2531.36,562.44",Friedrichstraße,center,,
196850609#2,2071423357,20246257,11,highway.secondary,"2530.30,576.24 2525.49,603.77",Friedrichstraße,center,,
196850622,4591015619,2071423309,1,highway.footway,"2540.89,494.36 2540.39,492.30 2543.58,448.88 2545.59,421.44 2545.13,421.22 2542.22,420.93 2539.56,420.60 2538.02,420.49 2536.31,420.33 2534.07,420.13",,center,,
196850624#0,2071423345,2071423346,1,highway.footway,"2523.53,562.16 2525.41,562.22 2527.32,562.29",,center,,
196850624#1,2071423346,2071423347,1,highway.footway,"2527.32,562.29 2528.88,562.35 2531.36,562.44",,center,,
196850626#1,2071423355,2071423356,1,highway.footway,"2522.10,575.90 2524.32,575.99 2526.21,576.07",,center,,
196850626#2,2071423356,2071423357,1,highway.footway,"2526.21,576.07 2527.80,576.14 2530.30,576.24",,center,,
196850626#3,2071423357,4591015604,1,highway.footway,"2530.30,576.24 2533.15,576.48 2533.71,576.12 2534.83,562.62",,center,,
196850626#4,4591015604,4591015625,1,highway.footway,"2534.83,562.62 2538.47,518.52 2539.50,515.60",,center,,
19801533,262467975,cluster_2121324871_3151820959_5390538238_9583740891_9583740892,12,highway.primary,"4157.23,1005.33 4115.56,988.19",Grunerstraße,center,,
198495314,cluster_2086246928_28373974,1920295914,1,highway.footway,"4102.82,601.92 4094.20,604.19 4097.24,618.20 4097.36,632.17",,center,,
199325270,4451785042,2093326528,19,railway.light_rail,"1730.51,603.27 1727.58,562.88 1725.94,498.11 1710.57,328.70 1706.11,281.64 1692.02,159.40 1690.91,149.85 1686.15,119.58",,center,,
199325271,4451785041,2093326523,19,railway.light_rail,"1723.66,602.94 1720.85,498.99 1706.81,328.77 1702.31,282.03 1688.30,160.14 1683.62,120.53",,center,,
199425790#0,2094266862,298352344,18,railway.subway,"3874.81,956.52 3974.39,1028.67 3998.96,1046.80",,center,,
199425790#3,2094266900,2094267036,18,railway.subway,"4076.30,1103.98 4123.80,1140.82 4133.59,1146.88 4157.70,1158.37 4211.20,1193.74 4271.44,1243.59 4287.06,1255.85 4303.05,1267.69",,center,,
199425792,2094266900,2094266911,18,railway.subway,"4076.30,1103.98 4082.59,1109.33 4102.84,1130.85",,center,,
199425794,2094266923,2094266949,18,railway.subway,"4116.11,1141.09 4119.96,1144.75 4129.99,1157.50 4133.47,1161.36",,center,-199425794,
199425795#4,2094266949,2094267023,18,railway.subway,"4133.47,1161.36 4151.45,1175.20 4165.41,1185.60 4258.04,1253.83",,center,199425808,
199425808,2094267023,2094266949,18,railway.subway,"4258.04,1253.83 4165.41,1185.60 4151.45,1175.20 4133.47,1161.36",,center,199425795#4,
199579024#1,2095738486,2095738494,18,railway.subway,"4165.62,1303.38 4159.11,1310.42 4149.98,1317.47",,center,,
199579024#2,2095738494,2095738511,18,railway.subway,"4149.98,1317.47 4131.88,1331.37 4099.69,1356.27 4078.38,1374.64 4029.93,1433.86 3991.78,1470.01",,center,-199579024#2,
199579028#1,2095738490,2095738496,18,railway.subway,"4170.39,1307.71 4161.33,1313.29 4152.65,1320.03",,center,,
199579028#2,2095738496,2095738506,18,railway.subway,"4152.65,1320.03 4134.19,1334.20 4101.64,1359.29 4080.69,1377.53 4063.97,1395.16 4027.46,1433.08",,center,-199579028#2,
200422335#0,2917710988,2094267054,18,railway.subway,"4150.74,2361.43 4143.31,2337.97 4134.55,2319.75 4124.53,2304.49 4098.96,2275.85 4040.32,2213.29 4031.13,2202.07 4019.60,2187.25 4007.43,2170.43 3989.74,2142.82 3971.52,2109.80 3964.33,2090.38 3962.42,2078.99 3961.52,2069.61 3962.29,2056.70 3966.02,2041.91 3981.42,1987.81 4013.18,1867.76 4020.65,1840.71 4032.84,1810.65 4044.09,1776.59 4046.73,1764.60 4047.81,1753.85 4047.36,1741.44 4045.50,1730.20 4042.66,1719.37 4038.49,1707.50 3965.70,1558.98 3962.50,1548.29 3960.79,1539.13 3960.32,1530.45 3961.71,1517.29 3963.95,1507.87 3967.32,1499.42 3972.84,1488.99 3979.34,1479.25 4022.38,1438.94 4052.94,1398.65 4074.97,1373.17 4097.21,1352.33 4129.83,1328.38 4172.47,1294.61",,center,,
200422335#1,2094267054,2094267040,18,railway.subway,"4172.47,1294.61 4182.86,1286.01 4189.06,1280.87",,center,,
201178326,2111288336,2111288338,19,railway.light_rail,"2828.52,1867.94 2827.27,1875.68 2826.66,1883.23 2826.15,1891.00 2824.81,1898.66",,center,,
201178327,2111288342,2111288337,19,railway.light_rail,"2818.00,1918.13 2812.82,1928.76 2807.73,1937.91 2802.75,1945.59 2798.34,1954.06",,center,,
201685782,2046756040,2046756037,1,highway.service,"2017.48,1098.08 2014.98,1090.52 2012.58,1081.60 2011.86,1072.85",,,,
202156991,1473258664,6658846852,2,highway.living_street,"3249.08,1095.36 3263.31,1105.03 3267.20,1107.88",Bodestraße,,,
202156994#0,341340986,cluster_1827996421_1827996431_1827996436_1827996440_1827996455_1865536623_1865536624_2121324874_21487210_29221504_29221506_341340973_3792418585_3792418589_3792418616_3792418629_3792418630_3792418641_3792418767_3792418791_6795935364_6795935365,12,highway.primary,"3532.08,994.98 3543.34,1004.19 3592.61,1044.48 3595.92,1047.26",Karl-Liebknecht-Straße,center,,
202156998#2,7286209508,31154797,1,highway.pedestrian,"3748.51,641.13 3756.90,631.32 3762.63,628.40",Poststraße,center,,
202157002#1,cluster_1157325166_31160643,cluster_1827996421_1827996431_1827996436_1827996440_1827996455_1865536623_1865536624_2121324874_21487210_29221504_29221506_341340973_3792418585_3792418589_3792418616_3792418629_3792418630_3792418641_3792418767_3792418791_6795935364_6795935365,10,highway.tertiary,"3533.64,1145.18 3571.50,1096.04 3573.62,1093.28 3577.99,1087.56 3580.98,1083.67",Spandauer Straße,center,,
202157003#1,1474316003,1473296997,1,highway.service,"3131.84,1220.36 3126.00,1217.63 3121.51,1212.60",,,,
202157003#2,1473296997,5481132473,1,highway.service,"3121.51,1212.60 3116.24,1203.01 3115.97,1192.93 3119.95,1183.58 3125.92,1175.51 3129.02,1171.39",,,,
202157011,540683017,2121324841,1,highway.footway,"3741.98,679.57 3740.56,683.29 3731.12,707.99",,center,,
202157018#0,2381159858,174969324,1,highway.footway,"3630.56,997.92 3615.82,990.68 3586.18,982.58",,center,,
202157018#1,174969324,2381159855,1,highway.footway,"3586.18,982.58 3578.45,980.71 3565.87,976.39 3554.31,971.84 3547.34,968.43",,center,,
202157018#2,2381159855,171440822,1,highway.footway,"3547.34,968.43 3538.06,963.24 3528.84,956.66 3518.55,950.20 3507.92,944.27 3497.74,939.41 3486.93,934.58 3479.60,932.77",,center,,
202157020,2121324895,2121324897,1,highway.footway,"3372.31,1087.87 3376.81,1090.35 3377.56,1088.99",,center,,
202157022,2121324890,2121324892,1,highway.footway,"3381.71,1081.50 3382.84,1079.46 3388.12,1082.37",,center,,
202157023#0,2381159850,174969324,1,highway.footway,"3573.48,960.62 3576.13,967.96 3580.85,975.98 3586.18,982.58",,center,,
202157023#1,174969324,3792411126,1,highway.footway,"3586.18,982.58 3593.30,991.69 3597.55,998.54 3600.63,1007.04 3608.17,1035.18",,center,,
202157026#0,2381159806,174969323,1,highway.footway,"3526.58,893.15 3526.65,898.49 3527.41,907.92 3530.69,919.77 3535.48,931.48 3538.40,935.97 3542.39,941.18 3548.46,947.25 3556.80,953.59",,center,,
202157026#1,174969323,2381159850,1,highway.footway,"3556.80,953.59 3564.92,957.67 3573.48,960.62",,center,,
202157026#2,2381159850,2381159847,1,highway.footway,"3573.48,960.62 3581.90,962.07 3590.32,962.39 3599.33,961.81 3608.64,959.97 3617.44,955.61 3624.81,951.51",,center,,
202157028#0,10196188861,2121324881,1,highway.footway,"4056.05,1078.62 4060.37,1072.25 4083.73,1037.91",,center,,
202157028#1,2121324881,cluster_2121324871_3151820959_5390538238_9583740891_9583740892,1,highway.footway,"4083.73,1037.91 4073.60,1029.62 4102.88,991.61",,center,,
202157030,1472911083,2121324866,1,highway.footway,"3275.03,1113.62 3275.48,1090.15 3278.11,1070.36 3289.67,1020.97 3292.87,993.87 3279.13,985.11",,center,,
202157031#3,5473650618,cluster_1473258683_1474045661,1,highway.service,"3164.35,1124.18 3173.16,1112.40",,,,
202157031#4,cluster_1473258683_1474045661,1473258672,1,highway.service,"3173.16,1112.40 3158.77,1101.60",,,,
202157031#5,1473258672,1473258660,1,highway.service,"3158.77,1101.60 3181.60,1070.85 3182.02,1070.42 3184.64,1066.81",,,,
202162471,196693480,2121378263,1,highway.service,"4130.37,1438.23 4159.48,1415.33 4192.22,1390.45",,,,
202817674#0,262479941,9015926604,3,highway.residential,"3436.92,671.39 3451.74,680.79 3455.94,683.46 3476.75,696.66",Schloßplatz,,,
202817676,2127558933,29207821,1,highway.footway,"3537.32,719.92 3524.28,740.10 3508.66,764.40 3492.26,793.26 3426.64,902.47 3418.06,916.75",,center,,
203422459,6439731007,2134323783,19,railway.light_rail,"4140.99,1114.75 4178.02,1076.44 4188.18,1065.90",,center,-203422459,
203985625,7145870041,5416774418,1,highway.footway,"2919.22,941.66 2934.96,943.50 2944.27,944.69",,center,,
205728152#1,5284901277,538794859,1,highway.footway,"2822.89,757.03 2814.66,756.42 2816.46,733.67 2820.03,729.91 2818.92,728.61 2820.17,726.69 2820.54,724.97 2820.52,722.37 2819.74,720.02 2821.21,719.01 2819.81,716.81 2818.12,714.50 2817.01,715.36 2814.79,710.71 2813.27,706.14 2812.51,701.11 2812.18,695.56 2815.81,695.65 2816.69,684.76",Bebelplatz,center,,
205728152#2,538794859,9554352432,1,highway.footway,"2816.69,684.76 2817.68,674.32 2814.21,674.14 2815.24,667.89 2816.54,663.71 2818.44,659.45 2821.35,655.01 2822.70,656.03 2824.51,654.24 2826.30,652.27 2825.18,651.12 2825.85,650.47 2826.51,649.03 2826.99,646.37 2826.59,644.04 2825.91,642.48 2827.25,641.33 2825.92,639.20 2826.42,634.33",Bebelplatz,center,,
205728152#4,365516693,6564393255,1,highway.footway,"2826.93,629.38 2827.07,625.94 2832.16,626.43",Bebelplatz,center,,
205728152#5,6564393255,6564393259,1,highway.footway,"2832.16,626.43 2837.05,626.90 2836.46,635.62 2869.27,638.14",Bebelplatz,center,,
205728152#6,6564393259,5284901277,1,highway.footway,"2869.27,638.14 2888.42,639.62 2881.67,761.93 2864.04,760.46 2822.89,757.03",Bebelplatz,center,,
207364191#1,cluster_1575952530_4590472023_538717882,cluster_1208647794_1673585751_4590472048,17,railway.tram,"2981.14,1019.57 3000.29,1026.31 3004.95,1028.90 3007.86,1031.77 3010.19,1034.70 3011.94,1036.98 3013.38,1039.96 3014.74,1045.15 3015.14,1047.94 3014.91,1050.88 3014.25,1056.07",,center,,
207364192#1,cluster_29192958_3378459483_4121410267_4590472025_8305578762_8305578765,cluster_4590472045_4590472046,17,railway.tram,"2864.09,993.35 2875.71,994.62 2880.87,995.86",,center,,
207364192#2,cluster_4590472045_4590472046,3269783482,17,railway.tram,"2880.87,995.86 2885.23,996.91",,center,,
207364192#3,3269783482,1673585717,17,railway.tram,"2885.23,996.91 2895.29,999.32 2904.81,1000.68",,center,,
207364192#4,1673585717,8305578763,17,railway.tram,"2904.81,1000.68 2911.57,1001.36 2916.67,1002.26 2919.26,1002.99",,center,,
207364192#5,8305578763,cluster_1208647794_1673585751_4590472048,17,railway.tram,"2919.26,1002.99 2922.17,1003.80 2954.65,1014.57 2979.97,1023.15 2996.97,1028.81 3000.33,1030.53 3003.61,1032.82 3006.42,1035.88 3008.49,1038.87 3010.26,1041.86 3011.66,1045.69 3012.41,1049.71 3012.30,1055.18 3011.42,1059.48",,center,,
222328410,cluster_1769589042_8305578767_8305578768_9962290100_9962315444_9975087425,1769589022,11,highway.secondary,"2470.37,1283.40 2469.30,1293.75",Friedrichstraße,,,
222470308#1,10053209425,cluster_160503146_1633759809_27411250_311264850_5372980361_5727160041_5727160042_5727160043_5727160044_5727160045,1,highway.footway,"3499.32,1243.98 3504.42,1234.40",,center,,
225400578#1,cluster_2341815018_26871465_9068723928_9821581099,2341815036,3,highway.residential,"2979.03,1563.16 2982.33,1570.59",Krausnickstraße,,,
225400578#2,2341815036,1503717543,3,highway.residential,"2982.33,1570.59 3028.97,1632.14 3031.58,1633.87 3052.94,1639.89",Krausnickstraße,,,
225400578#3,1503717543,cluster_27412195_9830716404_9945558803,3,highway.residential,"3052.94,1639.89 3072.94,1645.08 3210.50,1680.88",Krausnickstraße,,,
225400588#0,4567083484,4567083486,1,highway.footway,"2800.82,1652.81 2808.33,1658.57 2831.15,1721.84",,center,,
225400588#1,4567083486,9820547949,1,highway.footway,"2831.15,1721.84 2851.49,1781.69 2850.39,1785.07",,center,,
225400606#1,9821581100,5176483647,1,highway.footway,"3011.28,1545.15 3009.26,1540.75 3006.78,1535.49",,center,,
225400609#1,1162828964,1287970451,1,highway.footway,"3071.69,1557.33 3062.83,1561.31 3059.28,1563.77 3054.80,1568.24 3052.56,1574.04 3051.46,1578.25",,center,,
225400609#2,1287970451,1287970560,1,highway.footway,"3051.46,1578.25 3050.25,1581.84 3047.66,1587.73 3045.10,1592.46 3044.45,1595.15 3044.83,1596.57 3045.92,1598.36 3049.82,1599.10 3053.06,1600.77 3058.36,1604.51 3063.92,1607.12 3071.14,1608.61 3078.21,1609.06",,center,,
225400609#3,1287970560,1287970499,1,highway.footway,"3078.21,1609.06 3083.91,1609.41 3092.18,1609.57 3099.68,1610.87",,center,,
225400609#4,1287970499,1162829005,1,highway.footway,"3099.68,1610.87 3111.02,1614.87 3118.86,1618.15 3127.05,1622.31 3134.15,1624.24 3141.95,1624.26 3146.19,1624.97",,center,,
225400609#5,1162829005,1162828999,1,highway.footway,"3146.19,1624.97 3147.94,1626.60 3150.28,1628.68 3152.98,1629.94 3155.70,1629.97 3158.84,1630.48 3162.21,1631.77 3164.87,1632.79 3167.51,1632.88 3172.77,1630.53",,center,,
22820560#0,cluster_25664680_4603453154_577258918,4590472040,17,railway.tram,"2502.82,952.81 2507.35,949.84 2512.33,947.93 2518.76,946.53 2527.20,946.09 2538.62,947.26 2560.86,948.52 2580.88,950.14 2600.33,951.56 2609.38,953.17",,center,,
22820560#1,cluster_1673527106_1673527109,cluster_25664680_4603453154_577258918,17,railway.tram,"2491.86,983.93 2492.36,975.04 2492.86,970.87 2493.99,965.69 2495.52,962.11 2497.44,958.95 2500.33,955.20 2502.82,952.81",,center,,
22820560#2,cluster_1864428533_1864428534,cluster_1673527106_1673527109,17,railway.tram,"2487.40,1057.81 2490.48,1008.21 2491.86,983.93",,center,,
228484735,9830716375,2371605812,1,highway.footway,"3354.91,1480.19 3354.96,1480.74 3355.90,1495.39",,center,,
228484736,9830716373,2371605814,1,highway.footway,"3385.99,1479.29 3386.04,1480.49 3386.38,1493.50",,center,,
229531156,2656298172,2381159785,1,highway.footway,"3636.77,835.08 3639.34,837.30 3648.64,843.96 3654.10,848.92 3659.99,855.77 3665.84,863.45 3675.31,878.88",,center,,
229531161#0,2381159847,2381159858,1,highway.footway,"3624.81,951.51 3627.97,958.19 3629.78,964.56 3630.87,973.88 3631.58,985.48 3630.56,997.92",,center,,
229531161#1,2381159858,9288041064,1,highway.footway,"3630.56,997.92 3629.99,1005.90 3630.86,1010.13",,center,,
229531162#0,2381159814,2381159785,1,highway.footway,"3699.08,916.85 3686.22,897.97 3675.31,878.88",,center,,
229531162#1,2381159785,2381159770,1,highway.footway,"3675.31,878.88 3663.18,871.15 3655.64,867.44 3646.94,864.69 3638.35,863.08",,center,,
22962554#1,30731499,cluster_1987191204_29219465_30731504_4673135645_4673135646_6447810050_9891678215,17,railway.tram,"3897.28,1294.17 3902.37,1297.05 3909.16,1298.97 3911.09,1299.08",,center,,
22972195#2,cluster_25664680_4603453154_577258918,1864428522,11,highway.secondary,"2503.24,956.63 2504.05,963.63 2502.29,984.41",Friedrichstraße,center,,
22972219#0,247601437,4590472049,3,highway.residential,"2986.73,1089.36 2964.25,1117.25 2932.95,1156.48",Am Kupfergraben,center,,
22972454,26701256,4745324439,3,highway.residential,"2617.66,1080.85 2617.08,1085.71 2614.90,1103.18 2614.41,1106.24 2612.30,1111.15 2612.19,1111.44",Planckstraße,,,
22972473#1,cluster_25662710_5984014363,283039343,3,highway.residential,"2663.46,504.53 2663.92,499.31 2664.18,496.05 2670.52,415.49 2670.66,413.76 2678.18,318.38 2682.07,268.35 2686.00,219.19",Charlottenstraße,center,,
230015284,2385462352,2385462358,1,highway.footway,"3200.63,1143.88 3202.89,1145.58 3199.26,1150.37 3197.00,1148.66",,center,,
230015285,2385462333,2385462327,1,highway.footway,"3171.79,1130.16 3169.44,1128.39 3173.46,1123.09 3175.81,1124.86",,center,,
23013165#2,4237827432,341340986,12,highway.primary,"3455.58,940.75 3458.26,942.40 3460.30,943.70 3471.42,950.79 3485.77,961.09 3532.08,994.98",Karl-Liebknecht-Straße,center,,
230976794#2,2111288342,322796817,19,railway.light_rail,"2818.00,1918.13 2801.71,1965.52 2796.84,1979.36 2780.51,2026.23 2775.18,2039.60 2770.72,2050.80 2765.82,2061.12 2760.36,2071.44 2747.98,2093.64 2736.46,2113.40 2716.45,2149.06 2704.44,2169.40 2690.40,2192.29 2679.31,2209.87 2668.25,2226.38",6032,center,,
23121445#0,29194635,8583097596,3,highway.residential,"3222.04,1078.10 3233.71,1059.15 3268.79,1001.98",Am Lustgarten,,,
23121445#5,2121324849,cluster_1472911017_697323164,3,highway.residential,"3327.04,907.94 3342.47,882.65",Am Lustgarten,,,
23129533#0,cluster_1446059159_1446059160,9887288656,1,highway.service,"2052.83,1528.85 2051.04,1536.05 2047.79,1546.86 2047.93,1549.39 2048.89,1551.75 2050.42,1553.54 2052.43,1554.80 2065.93,1558.06",,,,
23129533#1,9887288656,1446059161,1,highway.service,"2065.93,1558.06 2067.13,1558.35 2068.93,1558.26 2070.65,1557.74 2072.20,1556.84 2073.86,1555.12 2074.90,1552.97 2077.48,1542.32 2079.29,1535.21",,,,
231716554,2441580788,2400549233,1,highway.footway,"2146.49,707.13 2147.09,699.11 2145.61,699.00",,center,,
231716561,2451641792,2451641864,1,highway.footway,"2135.21,698.23 2120.99,697.01 2119.90,709.55",,center,,
231716563#1,5063750059,2400549234,1,highway.footway,"2136.79,744.55 2136.49,748.61 2133.78,748.40",,center,,
231716566,2451641864,2400549290,1,highway.footway,"2119.90,709.55 2117.10,747.08 2126.88,747.81",,center,,
23294704#1,cluster_252148497_9830552370,cluster_252148949_8417623242,3,highway.residential,"4074.54,1921.41 4098.37,1958.72",Zolastraße,,,
234463928#1,1275468904,cluster_21487185_779036561_9443073373_9443073375_9891723339,3,highway.residential,"3760.03,1402.21 3765.51,1415.21 3772.61,1434.39",Rochstraße,,,
234463931#0,8091138734,3761690077,3,highway.residential,"3713.97,1356.53 3715.49,1357.78 3719.90,1361.30 3724.38,1364.76",Rochstraße,,,
234463931#1,3761690077,2425782615,3,highway.residential,"3724.38,1364.76 3728.14,1367.69 3748.66,1383.67 3751.92,1387.81",Rochstraße,,,
235503139,1075544310,293226261,1,highway.path,"2892.07,1367.23 2890.64,1363.00 2890.20,1361.67",,,,
235503140#1,cluster_4673135617_4673135619_588181295_9678611028,588181291,1,highway.footway,"3410.70,1471.98 3414.13,1468.18",,center,,
236092221#2,25664742,2055808887,12,highway.primary,"2184.55,710.63 2244.69,715.86 2261.94,717.37",Unter den Linden,center,,
236092221#3,2055808887,cluster_25661397_25662562_3767874527_3767874536_3767874549_3767875478_3767875479_8507892359,12,highway.primary,"2261.94,717.37 2292.27,720.37 2296.10,720.75",Unter den Linden,center,,
237209664#0,2451531734,9817923267,1,highway.pedestrian,"2528.75,1795.67 2528.14,1798.79 2527.86,1800.72",Linienstraße,center,,
237209664#1,9817923267,3253177074,1,highway.pedestrian,"2527.86,1800.72 2472.78,1797.26 2471.08,1797.14 2466.11,1796.80",Linienstraße,center,,
